POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,SQUARE_FT,READY_TO_MOVE,RESALE,ADDRESS,LONGITUDE,LATITUDE,TARGET(PRICE_IN_LACS)
Owner,0,0,2,BHK,1250.0,1,1,"Ganeshpeth Colony,Nagpur",21.15389,79.08306,60.0
Dealer,0,0,3,BHK,1990.362455,1,1,"Marathahalli,Bangalore",12.95619,77.70194000000001,95.0
Owner,0,0,2,BHK,1100.151745,1,1,"Chhani Jakat Naka,Vadodara",22.360655,73.168216,29.0
Dealer,0,0,3,BHK,1250.0,1,1,"Patturaickal,Thrissur",10.52,76.21,49.0
Owner,0,0,3,BHK,1300.236407,1,1,"Vidhyadhar Nagar,Jaipur",26.959353000000004,75.77919399999999,55.0
Dealer,1,0,3,BHK,1270.016565,0,1,"Indira Nagar,Kanpur",26.508171,80.26388299999999,46.0
Owner,0,0,2,BHK,1000.0,1,1,"Kurmanpalem,Visakhapatnam",17.7,83.25,35.0
Dealer,0,0,2,BHK,1141.078838,1,1,"Sector 18 Kharghar,Lalitpur",19.047207,73.080342,110.0
Dealer,0,0,3,BHK,1613.481535,1,1,"Singhpur,Kanpur",26.606357,80.114695,45.0
Dealer,1,1,1,BHK,679.2513713999999,0,1,"Rahatani,Pune",18.602428,73.787111,42.1
Dealer,0,0,3,BHK,1625.415589,1,1,"Hoshangabad Road,Bhopal",22.75,77.72,44.0
Owner,0,0,3,BHK,1510.574018,1,1,"Sikar Road,Jaipur",27.61194,75.13972,35.0
Owner,0,0,2,BHK,600.0,1,1,"Subhanpura,Vadodara",22.318485,73.162544,24.0
Dealer,0,1,3,BHK,1761.207685,1,1,"Indirapuram,Ghaziabad",28.63676,77.36315,77.0
Dealer,0,0,2,BHK,1200.068575,1,1,"Sector-63 Chandigarh,Chandigarh",30.73528,76.79111,70.0
Dealer,0,0,2,BHK,1150.040118,1,1,"Mhada Colony,Pune",18.142137,74.57283100000001,86.0
Dealer,0,1,1,BHK,747.2417252,1,1,"Dera Bassi,Chandigarh",30.594843,76.84983000000001,14.9
Dealer,0,0,2,BHK,784.1920132,1,1,"Medavakkam,Chennai",12.91716,80.19287,37.9
Dealer,0,0,3,BHK,1850.13876,1,1,"Ramprastha Greens,Ghaziabad",28.651918,77.348794,160.0
Owner,0,0,2,BHK,1022.494888,1,1,"Electronics City Phase 1,Bangalore",12.840956,77.659441,35.0
Dealer,1,1,3,BHK,1459.017248,0,1,"Sindhi Society Chembur,Mumbai",19.048403,72.88731,280.0
Owner,0,0,3,BHK,17571.884980000003,1,1,"Zadeshwar,Bharuch",21.727408,73.03076300000001,55.0
Dealer,0,0,3,BHK,1550.120565,1,1,"Sector-15 Bahadurgarh,Bahadurgarh",30.752321,76.772816,45.0
Owner,0,0,3,BHK,2500.0,1,1,"Vasna-Bhayli-Road,Vadodara",22.288976,73.128222,52.0
Dealer,1,0,2,BHK,1006.036217,0,1,"Jawahar Nagar,Mumbai",28.679892,77.20616,170.0
Dealer,0,0,3,BHK,1458.823529,1,1,"Zirakpur,Chandigarh",30.662283,76.822397,49.6
Dealer,0,0,2,BHK,1180.0219539999998,1,1,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,43.0
Owner,0,0,1,BHK,899.9581414999999,1,1,"Siddhartha Vihar,Ghaziabad",28.66667,77.41667,43.0
Dealer,0,0,1,BHK,548.0362036,1,1,"Majiwada,Maharashtra",19.218498,72.992114,66.0
Dealer,1,0,1,BHK,549.9541705,0,1,"Majiwada,Lalitpur",19.218498,72.992114,48.0
Dealer,0,1,2,BHK,960.0279281,1,1,"Wagholi,Pune",18.5823,73.983,55.0
Dealer,0,0,2,BHK,970.0044769,1,1,"Bosepukur,Kolkata",22.54111,88.33778000000001,130.0
Dealer,0,0,3,BHK,1871.157445,1,1,"Battarahalli,Bangalore",13.024599,77.70444300000001,140.0
Owner,0,0,3,BHK,2100.375857,1,1,"D Group Employees Layout,Bangalore",12.96991,77.59796,95.0
Dealer,1,1,2,BHK,1120.038958,0,1,"Zirakpur,Chandigarh",30.662283,76.822397,46.0
Dealer,0,0,2,BHK,1063.327032,1,1,"Japanese Zone,Neemrana",27.98889,76.38833000000001,22.5
Dealer,0,1,3,BHK,1515.151515,1,1,"Sector-1 Vaishali,Ghaziabad",28.6423,77.3445,78.0
Dealer,0,1,1,BHK,650.0541712,1,1,"Phursungi,Pune",18.486657,73.95330899999999,30.0
Owner,0,0,3,BHK,1636.929121,1,1,"Sector-77 Noida,Noida",28.568096,77.390253,100.0
Owner,0,0,3,BHK,1726.0579059999998,1,1,"Praga Tools Colony,Secunderabad",17.45,78.5,62.0
Builder,1,0,3,BHK,154444.4444,0,0,"Vennala,Kochi",9.930471,76.271273,8340.0
Dealer,0,1,2,BHK,1350.016464,1,1,"Worli,Mumbai",19.0167,72.8167,410.0
Owner,0,0,1,BHK,625.0,1,1,"Undri,Pune",18.452663,73.93104,40.0
Owner,0,0,2,BHK,970.1202949,1,1,"Talawade,Pune",18.690674,73.790998,50.0
Owner,0,0,1,BHK,500.0,1,1,"Zadeshwar,Bharuch",21.727408,73.03076300000001,19.4
Owner,0,0,4,BHK,2030.456853,1,1,"Sector-91 Mohali,Mohali",30.698017,76.679016,88.0
Dealer,0,0,2,BHK,844.0,1,1,"Sodepur,Kolkata",22.69995,88.390833,21.1
Owner,1,0,2,BHK,1000.0,0,1,"Boirdadar,Raigarh",21.9,83.4,85.0
Dealer,0,0,2,BHK,1273.08338,1,1,"Sector 88 Faridabad,Faridabad",28.431862,77.351104,45.5
Dealer,1,0,4,BHK,1805.33752,0,1,"Kahilipara,Guwahati",26.142985,91.767427,69.0
Dealer,0,1,3,BHK,2142.857143,1,1,"Sector-168 Noida,Noida",28.494868,77.410298,150.0
Owner,0,0,2,BHK,1036.150127,1,1,"Doddathoguru,Bangalore",12.843566,77.652108,45.0
Dealer,0,0,3,BHK,1802.801276,1,1,"Puzhakkal,Thrissur",10.554221,76.175962,130.0
Dealer,0,0,2,BHK,1032.080502,1,1,"Sector-35G Kharghar,Mumbai",19.038205,73.06612,120.0
Dealer,0,0,1,BHK,645.0780543999999,1,1,"Sector-25 Kamothe,Lalitpur",28.582887,77.339935,50.0
Owner,0,1,4,BHK,2744.961779,1,1,"Piplya Kumar,Indore",22.761472,75.911242,79.0
Owner,0,0,2,BHK,866.9804310000001,1,1,"Thrippunithura,Ernakulam",9.946434,76.347436,35.0
Dealer,1,0,3,BHK,1159.375,0,1,"Sevoke Road,Siliguri",26.724219,88.326357,37.1
Dealer,1,0,1,BHK,650.0221597999999,0,1,"Goregaon (West),Lalitpur",19.161955,72.839616,88.0
Owner,0,0,3,BHK,1800.1302079999998,1,1,"Digvijay Plot,Jamnagar",22.4604,70.06145,55.3
Dealer,0,1,2,BHK,1112.638262,1,1,"Mulund (West),Mumbai",19.1759,72.9522,170.0
Owner,0,0,2,BHK,880.195599,1,1,"Sodepur,Kolkata",22.69995,88.390833,36.0
Dealer,1,1,2,BHK,627.1777003,0,0,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,21.6
Dealer,0,1,3,BHK,1416.256158,1,1,"Chandapura,Bangalore",12.80009,77.71181999999999,46.0
Dealer,0,1,3,BHK,2009.584171,1,1,"Sector-3 Vaishali,Ghaziabad",28.6423,77.3445,130.0
Owner,0,0,2,BHK,1300.169587,1,1,"Vidyaratna Nagar,Udupi",23.83,78.71,46.0
Dealer,0,0,3,BHK,1140.19176,1,1,"Rajarhat,Kolkata",22.54111,88.33778000000001,44.0
Dealer,1,1,3,BHK,2608.695652,0,0,"ITPL,Bangalore",12.985786,77.73555999999999,240.0
Owner,0,0,2,BHK,1250.0,1,1,"Soma Talav,Vadodara",22.273345000000003,73.23299499999999,30.0
Dealer,1,0,3,BHK,1243.076923,0,1,"Jalukbari,Guwahati",26.154874,91.670312,40.4
Owner,0,0,3,BHK,1300.062906,1,1,"Hanumagiri,Bangalore",12.96991,77.59796,62.0
Dealer,1,0,2,BHK,688.0479414,0,1,"Dum Dum,Kolkata",22.648322,88.4431525,62.0
Dealer,0,0,3,BHK,1750.298686,1,1,"Sector-105 Mohali,Mohali",30.658839,76.681686,58.6
Owner,0,0,3,BHK,1667.129758,1,1,"Althan,Surat",21.151992,72.81002,60.0
Owner,0,0,2,BHK,1100.196464,1,1,"Venkataramana Colony,Secunderabad",17.45,78.5,28.0
Owner,0,0,1,BHK,565.058033,1,1,"Nana Master Nagar,Karjat",18.55,75.0,18.5
Dealer,0,0,3,BHK,1080.0,1,1,"Kovilambakkam,Chennai",12.942217,80.19109399999999,59.4
Dealer,1,0,3,BHK,2559.925529,0,1,"Zirakpur,Chandigarh",30.662283,76.822397,110.0
Dealer,0,0,3,BHK,1345.032985,1,1,"Hiranandani Meadows,Mumbai",19.227164,72.971621,210.0
Owner,0,1,2,BHK,1000.0,1,1,"Satara Parisar,Aurangabad",19.848361,75.30646899999999,30.0
Owner,0,0,2,BHK,999.3108201,1,1,"Bhankrota,Jaipur",26.575258,75.708545,14.5
Dealer,0,0,3,BHK,1693.811075,1,1,"Sector-104 Noida,Noida",28.537227,77.370417,130.0
Dealer,0,0,2,BHK,950.0,1,1,"Chikhal Dongari,Lalitpur",24.6902,78.416,38.0
Owner,0,0,2,BHK,1024.352532,1,1,"Khalisha Kota,Kolkata",22.54111,88.33778000000001,26.5
Dealer,0,0,3,BHK,1318.019205,1,1,"Sector-35G Kharghar,Lalitpur",24.69028,78.41889,140.0
Owner,0,0,2,BHK,1072.098633,1,1,"Vaishali Nagar,Jaipur",26.91868,75.750399,40.0
Dealer,0,0,2,BHK,1250.0,1,1,"Keshav Nagar,Kanpur",26.472739,80.27631,36.0
Dealer,0,0,3,BHK,2121.855108,1,1,"Thanisandra Main Road,Bangalore",13.055985,77.622157,140.0
Owner,0,0,2,BHK,1100.151745,1,1,"Shiyabaug,Vadodara",22.3,73.2,29.0
Dealer,0,0,2,BHK,450.0818331,1,1,"Sector-C Indrapuri,Bhopal",22.234159,84.93308,11.0
Dealer,1,1,2,BHK,1280.108254,0,1,"Panvel,Lalitpur",18.966114,73.148278,94.6
Builder,1,1,3,BHK,158840.4814,0,0,"KR Puram,Bangalore",13.010349,77.712151,9370.0
Dealer,0,0,3,BHK,1453.115651,1,1,"Ballygunge Place,Kolkata",22.529,88.368,170.0
Owner,0,0,2,BHK,1385.092036,1,1,"Varthur,Bangalore",12.9407,77.7466,76.0
Dealer,0,0,3,BHK,1862.009238,1,1,"Sector 88 Faridabad,Faridabad",28.431862,77.351104,64.5
Dealer,0,0,1,BHK,650.1182033,1,1,"Badlapur (East),Lalitpur",24.69028,78.41889,22.0
Owner,0,0,2,BHK,950.0,1,1,"Ghoshpara,Kolkata",22.598675,88.438512,38.0
Dealer,0,1,3,BHK,1255.02008,1,1,"NIBM,Pune",18.475864,73.89000899999999,100.0
Dealer,0,0,3,BHK,1607.717042,1,1,"Thanisandra,Bangalore",13.055985,77.622157,110.0
Dealer,0,0,3,BHK,1840.21544,1,1,"Mannagudda,Mangalore",12.87028,74.88056,82.0
Dealer,1,1,1,BHK,454.9751832,0,0,"Pokhran-2,Maharashtra",19.371618,72.824114,77.0
Owner,0,0,3,BHK,1100.173712,1,1,"Dugdha Vihar,Chak Getor,Jaipur",24.641701,83.729256,38.0
Dealer,1,0,3,BHK,1500.0,0,1,"Huzefa Nagar,Lalitpur",24.69028,78.41889,270.0
Dealer,1,0,3,BHK,1600.108666,0,1,"Zirakpur,Chandigarh",30.662283,76.822397,58.9
Dealer,1,1,2,BHK,613.034047,0,1,"Anjurdive,Mumbai",18.96667,72.83333,65.0
Dealer,0,1,3,BHK,1766.186227,1,1,"Yelahanka,Bangalore",13.11389,77.59833,77.2
Dealer,0,1,2,BHK,472.8413763,1,0,"Dombivli (East),Lalitpur",19.2167,73.0833,43.7
Dealer,0,0,3,BHK,1624.007061,1,1,"Kothannur,Bangalore",12.581437,77.322174,92.0
Owner,0,0,2,BHK,920.084122,1,1,"Opp APSP,Kakinada",16.933329999999998,82.21667,35.0
Owner,0,0,3,BHK,1400.076717,1,1,"sector-121 Noida,Noida",28.602325,77.40199399999999,73.0
Dealer,0,1,2,BHK,600.0,1,1,"Virar West,Lalitpur",19.4559,72.8114,51.0
Dealer,1,0,2,BHK,650.539392,0,1,"Moshi,Pune",18.669919,73.853723,39.8
Builder,1,0,3,BHK,1086.385798,0,0,"Alwarthirunagar,Chennai",13.09,80.27,86.9
Dealer,0,0,3,BHK,1177.005226,1,1,"Arni Road, Velapadi Kosapet,Vellore",12.910441,79.134566,51.8
Owner,0,0,2,BHK,923.0233368,1,1,"Pammal,Chennai",12.975,80.13472,53.0
Dealer,0,1,3,BHK,1540.245883,1,1,"Amar Shaheed Path,Lucknow",26.75,81.0,66.4
Dealer,0,1,2,BHK,1232.064878,1,1,"Hennur Road,Bangalore",13.0306,77.6485,79.0
Owner,0,0,3,BHK,1000.0,1,1,"Tapukara,Bhiwadi",28.2102,76.8606,24.0
Dealer,0,0,3,BHK,1230.314961,1,1,"Milakpur Goojar,Bhiwadi",28.19491,76.826552,25.0
Dealer,0,1,3,BHK,1468.159295,1,1,"Rachenahalli,Bangalore",13.219742000000002,76.698537,80.0
Dealer,0,0,3,BHK,1169.769098,1,1,"Veera Desai Road,Maharashtra",18.96,72.82,230.0
Dealer,0,0,1,BHK,780.0312012,1,1,"Chembur (West),Lalitpur",19.05871,72.89969,95.0
Owner,0,0,3,BHK,1715.265866,1,1,"Talaghattapura,Bangalore",12.8682,77.5321,110.0
Dealer,0,0,2,BHK,1165.740931,1,1,"Sector-11 Ghansoli,Lalitpur",28.59863,77.333939,170.0
Owner,1,1,1,BHK,570.7762557,0,1,"Jakhiya,Indore",22.808778,75.861639,12.5
Dealer,0,1,3,BHK,1595.084776,1,1,"Goregaon (East),Mumbai",19.1615,72.8731,270.0
Owner,0,0,3,BHK,1444.912703,1,1,"HSR Layout,Bangalore",12.91,77.64,120.0
Owner,0,0,2,BHK,712.0253165,1,1,"Maheshtala,Kolkata",22.486821,88.233267,27.0
Owner,0,0,2,BHK,1050.135501,1,1,"Jai Bharat Nagar,Bangalore",12.978915,77.479618,62.0
Dealer,1,1,2,BHK,1235.0035289999998,0,1,"Begur Road,Bangalore",12.8706,77.6279,87.5
Dealer,0,0,2,BHK,1336.898396,1,1,"Sector-70 Mohali,Mohali",30.697795000000003,76.714722,55.0
Dealer,0,0,3,BHK,1710.2615690000002,1,1,"Somasundara Palya,Bangalore",12.96991,77.59796,68.0
Dealer,1,1,2,BHK,650.0713493,0,1,"Kalyan (West),Mumbai",19.245347,73.124577,41.0
Dealer,0,0,3,BHK,1809.175102,1,1,"New Town,Kolkata",22.5922,88.484911,84.0
Dealer,0,0,3,BHK,1800.0179999999998,1,1,"Juhu,Lalitpur",19.1026,72.8243,1200.0
Dealer,1,0,2,BHK,788.8265046,0,1,"Mulund (East),Mumbai",19.1649,72.9608,170.0
Dealer,0,1,3,BHK,2387.394557,1,1,"Sector-100 Noida,Noida",28.542768,77.365736,150.0
Owner,0,0,2,BHK,800.0,1,1,"Bommanahalli,Bangalore",12.907374,77.625811,35.0
Dealer,0,1,1,BHK,45355.30671,1,0,"Kolshet Road,Mumbai",19.249861,72.96386600000001,6440.0
Dealer,0,0,3,BHK,1912.378303,1,1,"PAL,Surat",21.17,72.83,55.0
Owner,0,0,2,BHK,1000.0,1,1,"Sarjapura - Attibele Road,Bangalore",12.86,77.786,32.0
Dealer,0,0,3,BHK,1287.156478,1,1,"Kanakapura,Bangalore",12.55,77.417,45.9
Owner,0,0,3,BHK,1499.892865,1,1,"Sitaramdera,Jamshedpur",22.8,86.18333,70.0
Owner,0,0,3,BHK,2571.428571,1,1,"Rachenahalli,Bangalore",13.219742000000002,76.698537,180.0
Owner,0,0,2,BHK,1049.868766,1,1,"Shyam Nagar,Nagpur",27.159696000000004,75.708984,32.0
Dealer,0,0,1,BHK,685.0036885,1,1,"Aundh,Pune",18.556218,73.81130300000001,65.0
Dealer,0,0,2,BHK,1200.0,1,1,"Sama Savli Road,Vadodara",22.340396,73.19706,30.0
Owner,0,0,2,BHK,1475.304682,1,1,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,46.0
Dealer,0,0,3,BHK,1850.094877,1,1,"Peer Muchalla,Panchkula",30.660437,76.861517,39.0
Owner,0,0,2,BHK,700.0538502999999,1,1,"Pimple Gurav,Pune",18.590034,73.821076,39.0
Dealer,0,0,2,BHK,1220.152191,1,1,"Kharghar,Maharashtra",19.038205,73.06612,93.0
Owner,0,0,3,BHK,1550.147264,1,1,"Sector-9 Vaishali,Ghaziabad",28.6423,77.3445,100.0
Dealer,1,0,3,BHK,1743.5524879999998,0,1,"Tilak nagar,Lalitpur",28.6396,77.0884,240.0
Owner,0,0,2,BHK,1149.954002,1,1,"Surya Rao Peta,Kakinada",16.9597,82.236369,50.0
Owner,0,1,2,BHK,1082.334751,1,1,"Modipuram,Meerut",28.9927,77.6824,28.0
Owner,0,0,2,BHK,1100.173712,1,1,"Koproli,Raigad",18.753059,73.067228,38.0
Owner,0,1,3,BHK,1760.1206940000002,1,1,"Crossing Republik,Ghaziabad",28.629811,77.434197,70.0
Dealer,1,0,2,BHK,1250.0,0,1,"Sector-92 Mohali,Mohali",30.709322,76.670001,38.4
Dealer,0,1,3,BHK,1958.991772,1,1,"sector-121 Noida,Noida",28.602325,77.40199399999999,150.0
Dealer,0,1,2,BHK,1100.046318,1,1,"kavesar,Mumbai",18.96667,72.83333,95.0
Owner,0,0,2,BHK,1210.067764,1,1,"Ahinsa Khand 2,Ghaziabad",28.9196,76.8972,50.0
Owner,0,0,2,BHK,1398.728429,1,1,"Bahadarabad,Haridwar",29.914435,78.055308,46.2
Dealer,1,0,2,BHK,706.7943456,0,1,"Madhyamgram,Kolkata",22.7,88.45,15.5
Dealer,0,1,3,BHK,1413.203965,1,1,"Sarjapur Road,Bangalore",12.86,77.786,67.0
Owner,0,0,3,BHK,1229.105211,1,1,"Chinnapanahalli,Bangalore",12.968754,77.704939,50.0
Owner,0,0,3,BHK,1309.471846,1,1,"Kalwar Road,Jaipur",26.9883,75.5846,30.0
Owner,0,0,1,BHK,575.0130684999999,1,1,"Thirumazhisai,Chennai",13.0522,80.0615,22.0
Dealer,0,1,4,BHK,2044.21892,1,0,"Bhopura,Ghaziabad",28.698133,77.335746,56.4
Dealer,0,0,2,BHK,1099.024756,1,1,"Kalyani Nagar,Pune",18.5481,73.8995,87.9
Dealer,0,0,3,BHK,2660.406886,1,1,"Sector-81 Gurgaon,Gurgaon",28.388225,76.946376,170.0
Owner,0,1,2,BHK,960.0,1,1,"Sector-151 Noida,Noida",28.44414,77.465898,36.0
Dealer,0,1,2,BHK,1125.244618,1,1,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,23.0
Dealer,0,0,1,BHK,647.8999106000001,1,1,"Zirakpur,Chandigarh",30.662283,76.822397,14.5
Owner,0,0,2,BHK,650.035137,1,1,"Panihati,Kolkata",22.69,88.37,18.5
Dealer,0,1,4,BHK,2581.926514,1,1,"Sidhwan Canal Road,Ludhiana",31.09256,75.51919000000001,130.0
Owner,0,0,3,BHK,2090.4882780000003,1,1,"Thubarahalli,Bangalore",12.952357,77.72250600000001,140.0
Dealer,0,0,2,BHK,1429.057503,1,1,"Sector 75 Faridabad,Faridabad",28.365512,77.34630600000001,42.0
Dealer,1,1,2,BHK,852.5345622000001,0,1,"Mansarovar Extension,Jaipur",26.8626,75.7633,37.0
Owner,0,0,3,BHK,1300.108342,1,1,"Argora,Ranchi",23.352324,85.28718,60.0
Owner,0,0,1,BHK,635.0082827,1,1,"Bicholim,Goa",15.6,73.95,23.0
Owner,0,0,2,BHK,1106.924164,1,1,"Hulimavu,Bangalore",12.876691,77.59908,47.0
Owner,0,0,3,BHK,2000.0,1,1,"Shakti Enclave,Dehradun",30.33,78.06,70.0
Dealer,0,0,3,BHK,1921.493275,1,1,"Sector 20 Kharghar,Maharashtra",19.049214000000003,73.072916,140.0
Dealer,1,0,3,BHK,1464.073474,0,1,"Jyoti Nagar,Guwahati",29.974075,76.84109699999999,54.2
Builder,1,1,1,BHK,448.5714286000001,0,0,"Jaitala,Maharashtra",20.134868,76.528839,15.7
Dealer,1,0,2,BHK,1499.9147779999998,0,1,"Kharadi,Pune",18.5438,73.9438,88.0
Owner,0,0,2,BHK,930.1270417000002,1,1,"Sector-110 Noida,Noida",28.536585,77.383669,41.0
Owner,1,1,3,BHK,1316.431009,0,1,"Shivala Bihta Road,Patna",25.5597,84.8712,27.0
Dealer,1,1,2,BHK,911.7322914,0,0,"Sector-3 Gurgaon,Gurgaon",28.363365,76.919386,91.0
Owner,0,0,3,BHK,1600.0,1,1,"Dhakoli,Mohali",30.657375,76.85385500000001,42.0
Owner,0,0,4,BHK,1675.041876,1,1,"Sector 88 Faridabad,Faridabad",28.431862,77.351104,80.0
Dealer,0,1,3,BHK,2188.982123,1,1,"Sector-79 Noida,Noida",28.558047,77.392752,120.0
Dealer,0,0,2,BHK,743.6363636,1,1,"Rajakilpakkam,Chennai",13.09,80.27,40.9
Owner,0,0,2,BHK,989.927058,1,1,"Siruseri,Chennai",12.833224,80.210726,57.0
Dealer,0,0,3,BHK,1501.305483,1,1,"Maheshtala,Kolkata",22.486821,88.233267,46.0
Dealer,0,0,2,BHK,825.0424654,1,1,"Sector-137 Noida,Noida",28.506454,77.40956800000001,34.0
Dealer,0,1,1,BHK,572.0664155000001,1,1,"Sinhgad Road,Pune",19.164548,73.52786800000001,41.0
Dealer,0,0,2,BHK,1004.550021,1,1,"Goregaon (East),Lalitpur",19.1615,72.8731,170.0
Owner,0,0,2,BHK,985.0419555,1,1,"Indirapuram,Ghaziabad",28.63676,77.36315,54.0
Dealer,1,0,3,BHK,1475.1773050000002,0,1,"Madhurawada,Visakhapatnam",17.815234,83.35818,52.0
Dealer,0,0,2,BHK,770.0033477999999,1,1,"Dhokali,Mumbai",18.96667,72.83333,92.0
Dealer,0,0,3,BHK,1630.23342,1,1,"Budigere Cross,Bangalore",13.141581,77.749756,88.0
Owner,0,0,2,BHK,1075.268817,1,1,"Khodiyar Colony,Jamnagar",22.474577,70.04974200000001,25.0
Dealer,0,0,1,BHK,635.0792065,1,1,"Sector-9 Ulwe,Mumbai",18.973908,73.02510600000001,44.5
Dealer,0,0,3,BHK,1690.507152,1,1,"Zirakpur,Chandigarh",30.662283,76.822397,52.0
Dealer,0,0,2,BHK,1105.128932,1,1,"Sector 35I Kharghar,Mumbai",19.038205,73.06612,78.0
Dealer,0,1,2,BHK,719.978746,1,1,"Ravet,Pune",18.651598,73.735448,54.2
Dealer,0,0,2,BHK,1100.025582,1,1,"Sector 12 Kharghar,Mumbai",19.042483,73.06637099999999,86.0
Dealer,0,0,3,BHK,1762.754044,1,1,"Nagegowdanapalya,Bangalore",12.96991,77.59796,85.0
Owner,0,0,2,BHK,882.9667683,1,1,"Mysore Road,Bangalore",12.96991,77.59796,55.0
Dealer,1,1,1,BHK,422.3149114,0,0,"Pushkar Road,Ajmer",26.4906,74.5542,8.1
Dealer,0,0,2,BHK,1100.020371,1,1,"Telecom Layout,Bangalore",12.304784,76.615778,54.0
Dealer,1,1,3,BHK,1650.165017,0,1,"Sector-79 Noida,Noida",28.558047,77.392752,75.0
Owner,0,0,2,BHK,1200.111638,1,1,"Gomti Nagar Extension,Lucknow",21.0,77.0,43.0
Builder,1,1,3,BHK,766.8711656,0,0,"Raj Nagar,Hubli",15.355507,75.14990300000001,37.5
Owner,1,1,3,BHK,1795.009873,0,1,"Siddhartha Vihar,Ghaziabad",28.66667,77.41667,100.0
Dealer,1,0,3,BHK,1728.2608699999998,0,1,"Bhanu Nagar,Siliguri",26.736539,88.428647,79.5
Owner,0,0,2,BHK,1050.2283109999998,1,1,"Ramnagar South,Chennai",13.09,80.27,46.0
Owner,0,0,2,BHK,936.0791656,1,1,"Kottara Chowk,Mangalore",26.864145,80.904794,35.0
Dealer,0,0,2,BHK,749.8986623,1,1,"New Town,Kolkata",22.5922,88.484911,37.0
Dealer,0,0,2,BHK,975.8167162,1,1,"Bommanahalli,Bangalore",12.907374,77.625811,46.0
Owner,0,0,3,BHK,1581.027668,1,1,"Kaverappa Layout,Bangalore",12.96991,77.59796,100.0
Dealer,0,0,3,BHK,1680.067203,1,1,"Sector-35D Kharghar,Mumbai",19.038205,73.06612,140.0
Owner,0,0,2,BHK,932.0859321,1,1,"Limbodi,Indore",22.667938,75.89867,26.9
Dealer,1,1,3,BHK,1342.307692,0,0,"Vanagaram,Chennai",13.062455,80.156453,69.8
Dealer,1,1,3,BHK,1474.542458,0,1,"Kolshet Road,Lalitpur",24.69028,78.41889,170.0
Dealer,0,0,4,BHK,2530.272908,1,1,"New Town,Kolkata",22.5922,88.484911,140.0
Owner,0,0,3,BHK,1415.09434,1,1,"Sector-93 Noida,Noida",28.5216,77.3863,93.0
Owner,0,0,2,BHK,950.1187648,1,1,"Bansdroni,Kolkata",22.470809,88.36318100000001,40.0
Dealer,0,1,2,BHK,1009.065826,1,1,"Navghar Gaon,Lalitpur",24.69028,78.41889,76.8
Owner,0,0,3,BHK,1670.146138,1,1,"Kakkanad,Kochi",9.930471,76.271273,80.0
Dealer,1,0,3,BHK,1150.251618,0,1,"Gandhi Path,Jaipur",25.879721,86.587391,32.0
Owner,0,0,2,BHK,1396.484375,1,1,"Near Rajapeth,Amravati",20.93,77.75,42.9
Owner,0,0,2,BHK,1025.2654710000002,1,1,"Milakpur Goojar,Bhiwadi",28.19491,76.826552,28.0
Dealer,0,0,2,BHK,1000.0,1,1,"Vasai West,Lalitpur",19.360714,72.806196,60.0
Owner,0,1,3,BHK,1283.547258,1,1,"Abrama,Valsad",20.600601,72.953228,22.0
Dealer,1,0,2,BHK,1150.086256,0,1,"Friends Colony,Nagpur",21.178534,79.64665600000001,60.0
Owner,0,0,3,BHK,1700.1545600000002,1,1,"Kanjikuzhi,Kottayam",9.587839,76.543091,66.0
Owner,0,0,2,BHK,699.790063,1,1,"Bhupatwala,Haridwar",29.892311,78.000723,20.0
Builder,1,1,2,BHK,1050.0,0,0,"Govind Nagar,Lalitpur",24.68203,78.430454,44.1
Dealer,0,0,2,BHK,1050.105011,1,1,"Arun Vihar,Noida",28.57,77.32,35.0
Owner,1,1,2,BHK,890.2077151000001,0,1,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,27.0
Dealer,0,0,1,BHK,620.0055112000001,1,1,"Badlapur (West),Lalitpur",24.69028,78.41889,22.5
Dealer,0,0,2,BHK,1163.101604,1,1,"Ashoka Nagar,Pune",13.932733,75.55927199999999,87.0
Dealer,0,0,3,BHK,1200.104357,1,1,"Wayle Nagar,Mumbai",18.96667,72.83333,92.0
Dealer,0,1,3,BHK,2238.454288,1,1,"Whitefield,Bangalore",12.9958935,77.761394,190.0
Owner,1,1,3,BHK,1415.09434,0,1,"Sector-168 Noida,Noida",28.494868,77.410298,75.0
Dealer,0,0,3,BHK,1766.599598,1,1,"Sector 75 Faridabad,Faridabad",28.365512,77.34630600000001,43.9
Dealer,0,0,2,BHK,1107.016509,1,1,"Wadgaon Budruk,Pune",18.73783,73.640766,75.1
Owner,0,0,1,BHK,630.0630062999999,1,1,"Nagapur,Ahmednagar",19.143225,74.709447,14.0
Dealer,0,0,3,BHK,1658.202923,1,1,"Sector-35E Kharghar,Lalitpur",24.69028,78.41889,160.0
Dealer,0,0,2,BHK,880.0,1,1,"Lokhandwala Andheri West,Mumbai",19.137628,72.824162,220.0
Owner,0,0,2,BHK,800.0,1,1,"Arera Colony,Bhopal",23.21118,77.43290999999999,23.0
Dealer,1,1,3,BHK,900.3760394,0,0,"Goregaon (East),Lalitpur",19.1615,72.8731,170.0
